TT,CT,PA,RA,ECP1,ECP2,ECP3,ECP4,ECP5,FR,DR,GP,SV,LTV,LHV,fine sand-1,silty clay-1,silty clay-2,silty clay-3,AS
75436,4,10.9,-0.5,2.555,2.504,4.078,3.05,4.104,2436.632,2838.053,4.183,55,22,41,0,4.65,7.2,2.05,16
74195,4,10.6,-0.4,2.576,2.547,4.412,3.093,4.154,2474.863,2271.177,5.202,-1,21,28,0,4.65,7.2,2.05,16
73601,5,10.2,-0.4,2.564,2.511,4.362,3.072,4.143,2358.525,2882.107,5.059,4,21,28,0,4.65,7.2,2.05,18
74085,6,10.6,0,2.562,2.474,4.453,3.056,4.138,2432.834,3061.107,5.828,4,21,32,0,4.65,7.2,2.05,17
74813,4,10.4,0,2.541,2.51,4.303,3.049,4.161,2436.632,2688.676,5.453,7,21,33,0,4.65,7.2,2.05,10
72202,4,10.4,0,2.486,2.42,4.186,3.023,4.137,2487.902,3189.218,4.552,7,21,34,0,4.65,7.2,2.05,7
75268,5,10.4,0,2.613,2.531,4.124,3.074,4.174,2425.872,2597.277,5.953,10,21,34,0,4.65,7.2,2.05,17
76950,6,10.6,0.2,2.594,2.514,4.194,3.056,4.169,2545.374,2046.224,5.663,11,22,35,0,4.65,7.2,2.05,17
78174,7,10.6,0.2,2.612,2.529,4.199,3.086,4.168,2502.206,2613.86,4.465,8,23,35,0,4.65,7.2,2.05,20
82234,7,10.4,0.2,2.833,2.888,4.26,3.188,4.385,2374.729,2330.168,4.782,5,22,35,0,4.65,7.2,2.05,17
79096,4,10.9,0,2.549,2.457,4.367,3.072,4.148,2626.646,2714.627,8.237,30,22,41,0,4.65,7.2,2.05,13
78996,5,10.9,-0.4,2.624,2.543,4.581,3.127,4.187,2566.895,1261.863,6.949,14,24,34,0,4.65,7.2,2.05,18
76924,5,11.1,-0.4,2.581,2.503,4.608,3.099,4.153,2456.254,2477.774,5.737,16,24,34,0,4.65,7.2,2.05,23
75226,5,10.8,-0.5,2.557,2.469,4.427,3.04,4.049,2463.849,3075.159,6.937,26,24,38,0,4.65,7.2,2.05,24
73511,5,10.8,-0.5,2.578,2.512,4.327,3.079,4.082,2547.526,2915.907,7.15,10,25,33,0,4.65,7.2,2.05,25
72531,5,10.9,-0.5,2.581,2.514,4.206,3.077,4.062,2470.432,3366.573,6.948,5,25,33,0,4.65,7.2,2.05,24
78463,5,11.5,-0.5,2.649,2.563,3.333,3.109,4.017,2338.65,2598.289,5.187,12,26,35,0,4.65,7.2,2.05,17
78866,5,11.6,-0.7,2.598,2.5,3.927,3.065,3.985,2434.48,2490.94,4.3,20,23,35,0,4.65,7.2,2.05,18
78159,3,11.6,-0.7,2.628,2.567,3.994,3.101,4.048,2544.235,1826.461,4.218,20,22,35,0,4.65,7.2,2.05,9
84806,5,11.6,-0.7,2.652,2.629,3.871,3.13,4.082,2399.92,2564.869,3.453,23,23,36,0,4.65,7.2,2.05,20
80679,5,11.5,-0.7,2.798,2.804,4.111,3.214,4.221,2546.26,1331.109,4.36,22,23,36,0,4.65,7.2,2.05,25
76464,2,11.5,-0.7,2.602,2.495,3.939,3.063,4.027,2647.28,2618.164,3.027,18,22,35,0,4.65,7.2,2.05,9
77821,5,11.5,-1.1,2.64,2.556,4.075,3.092,4.053,2431.062,2656.268,4.165,14,21,34,0,4.65,7.2,2.05,23
78097,6,11.6,-1.1,2.577,2.482,3.921,3.047,3.997,2523.854,2341.435,4.244,21,22,34,0,4.65,7.2,2.05,23
74524,2,11.1,-1.2,2.625,2.548,3.413,3.087,4.023,2390.932,2875.904,2.601,17,21,33,0,4.65,7.2,2.05,19
76105,4,11.5,-1.2,2.773,2.749,4.231,3.19,4.168,2626.013,3173.394,5.494,7,19,31,0,4.65,7.2,2.05,22
72767,5,11.5,-1.2,2.634,2.573,4.575,3.091,4.006,2491.193,2186.74,6.191,29,18,37,0,4.65,7.2,2.05,16
72255,5,11.6,-1.1,2.56,2.51,4.333,3.042,3.949,2522.714,2436.252,5.135,6,16,30,0,4.65,7.2,2.05,17
72703,5,11.1,-0.9,2.574,2.513,4.492,3.053,3.949,2614.24,2983,5.039,0,14,29,0,4.65,7.2,2.05,18
72970,5,10.9,-0.9,2.564,2.507,4.325,3.038,3.937,2601.454,2870.841,4.764,10,13,31,0,4.65,7.2,2.05,17
72988,4,10.9,-0.9,2.608,2.558,4.325,3.079,3.953,2554.236,2756.782,5.711,-1,12,29,0,4.65,7.2,2.05,16
74953,5,10.8,-1.1,2.672,2.641,4.303,3.136,4.013,2516.385,2742.604,4.692,4,11,31,0,4.65,7.2,2.05,15
72627,4,10.8,-0.7,2.574,2.487,4.184,3.069,3.999,2563.097,2980.216,4.972,7,11,31,0,4.65,7.2,2.05,16
71933,4,10.8,-0.7,2.559,2.459,4.049,3.066,3.989,2450.81,2550.818,5.28,6,10,31,0,4.65,7.2,2.05,15
73238,5,10.8,-0.7,2.519,2.456,3.93,3.043,3.975,2409.795,2767.416,4.194,5,9,30,0,4.65,7.2,2.05,17
78211,6,10.6,-0.5,2.639,2.585,4.647,3.122,4.074,2454.481,2384.983,6.633,6,9,30,0,4.65,7.2,2.05,16
73465,5,10.4,-0.5,2.552,2.486,4.491,3.037,4.043,2253.96,2320.168,7.822,0,8,29,0,4.65,7.2,2.05,17
74725,5,10.2,-0.5,2.604,2.542,4.149,3.109,4.077,2297.635,2419.036,5.67,0,8,30,0,4.65,7.2,2.05,17
75343,5,10.4,-0.5,2.633,2.546,4.11,3.106,4.093,2313.838,2851.599,6.435,22,7,36,0,4.65,7.2,2.05,16
76897,5,10.6,-0.5,2.627,2.565,4.061,3.126,4.086,2297.635,2319.282,5.357,44,7,43,0,4.65,7.2,2.05,15
76840,6,10.9,-0.4,2.564,2.48,3.867,3.113,4.034,2269.152,3235.93,5.877,11,4,35,0,4.65,7.2,2.05,17
76388,5,10.8,-0.5,2.595,2.527,3.776,3.123,4.071,2343.208,2525.879,5.823,11,5,35,0,4.65,7.2,2.05,13
79745,6,10.9,-0.4,2.688,2.657,3.797,3.158,4.158,2287.127,2489.167,4.788,4,5,33,0,4.65,7.2,2.05,17
79060,7,10.8,-0.4,2.614,2.552,3.71,3.124,4.054,2243.833,2700.448,4.942,6,5,34,0,4.65,7.2,2.05,17
77860,7,10.6,-0.4,2.64,2.575,3.92,3.14,4.136,2305.99,3022.624,6.029,10,5,36,0,4.65,7.2,2.05,14
82401,7,10.9,-0.2,2.748,2.758,4.24,3.142,4.16,2271.683,2653.483,4.475,8,4,35,0,4.65,7.2,2.05,19
78259,6,10.6,-0.2,2.679,2.66,4.346,3.144,4.113,2253.834,2824.761,6.938,7,4,34,0,4.65,7.2,2.05,15
75066,5,10.2,-0.4,2.558,2.481,4.283,3.052,4.026,2453.215,3033.131,7.148,3,5,35,0,4.65,7.2,2.05,16
78015,4,10.4,-0.4,2.59,2.512,4.558,3.068,4.056,2454.735,2842.231,5.216,10,4,37,0,4.65,7.2,2.05,16
75470,4,10.6,-0.4,2.617,2.545,4.537,3.097,4.085,2477.521,2429.037,6.698,13,3,37,0,4.65,7.2,2.05,18
77104,4,10.8,-0.4,2.677,2.658,4.433,3.138,4.15,2465.875,2573.477,4.64,15,3,36,0,4.65,7.2,2.05,7
79047,5,11.1,-0.4,2.617,2.541,4.191,3.076,4.073,2495.497,3397.081,3.667,13,3,36,0,4.65,7.2,2.05,18
78996,5,11.1,-0.4,2.631,2.547,4.069,3.077,4.083,2584.238,2424.099,3.725,-8,15,0,0,4.65,7.2,2.05,18
76241,4,11.3,-0.4,2.594,2.508,4.167,3.058,4.068,2609.556,2887.171,3.752,18,3,35,0,4.65,7.2,2.05,18
78564,5,11.5,-0.7,2.648,2.588,4.282,3.09,4.123,2440.556,2716.272,3.591,14,3,34,0,4.65,7.2,2.05,18
77416,5,11.5,-0.5,2.626,2.544,4.778,3.079,4.07,2574.11,2172.056,3.824,18,3,35,0,4.65,7.2,2.05,22
76408,5,11.6,-0.7,2.645,2.568,4.606,3.096,4.079,2635.254,2571.325,3.939,19,3,34,0,4.65,7.2,2.05,22
77903,5,11.6,-0.9,2.697,2.63,3.651,3.15,4.082,2523.347,2527.145,3.849,16,3,32,0,4.65,7.2,2.05,22
76699,4,11.8,-0.7,2.66,2.632,4.357,3.127,4.121,2557.527,2619.177,3.927,12,5,30,0,4.65,7.2,2.05,18
76602,5,11.6,-1.1,2.646,2.601,4.54,3.1,4.091,2387.261,2806.532,4.782,15,6,31,0,4.65,7.2,2.05,20
76079,4,11.8,-1.1,2.684,2.629,4.559,3.128,4.116,2452.583,3500,4.118,14,8,30,0,4.65,7.2,2.05,24
75940,5,11.8,-1.1,2.647,2.573,4.415,3.099,4.086,2596.77,1668.602,3.788,12,9,29,0,4.65,7.2,2.05,22
75658,5,12,-1.2,2.676,2.613,4.29,3.117,4.098,2475.622,2738.173,3.484,12,9,29,0,4.65,7.2,2.05,22
74284,5,12,-1.2,2.669,2.601,4.168,3.113,4.077,2582.212,3149.595,4.841,21,9,30,0,4.65,7.2,2.05,16
74914,5,12.3,-1.1,2.628,2.543,3.882,3.079,4.017,2610.822,2567.401,3.488,17,11,29,0,4.65,7.2,2.05,18
74626,5,12.3,-1.2,2.648,2.556,3.861,3.074,3.981,2536.639,3051.613,4.237,15,10,29,0,4.65,7.2,2.05,20
75562.84762,5,12,-1.4,2.658,2.594,3.802,3.092,3.993,2628.291,3062.88,4.192,11,11,28,0,4.65,7.2,2.05,19.24285714
80199.13333,6,12.2,-1.4,2.63,2.557,4.076,3.071,3.955,2605.252,2554.742,3.858,18,11,30,0,4.65,7.2,2.05,29.1
81323,6,12.5,2.3,2.707,2.656,3.731,3.181,4.095,2496.256,2522.461,3.06,1,55,15,0,4.65,7.2,2.05,15
76036,7,12,2.6,2.727,2.632,3.8,3.172,4.055,2607.531,2612.467,6.662,5,57,17,0,4.65,7.2,2.05,19
76794,7,12.2,2.6,2.739,2.708,3.774,3.212,4.121,2526.259,2725.387,5.264,1,60,17,0,4.65,7.2,2.05,17
75528,6,12.2,2.8,2.742,2.626,4.323,3.171,4.065,2537.019,2909.451,4.954,3,60,16,0,4.65,7.2,2.05,10
76343,6,12.2,2.6,2.732,2.605,3.809,3.176,4.112,2661.458,3178.964,4.555,3,60,16,0,4.65,7.2,2.05,10
77740,6,12.5,2.3,2.743,2.68,3.804,3.19,4.112,2611.961,2734.881,5.423,3,61,17,0,4.65,7.2,2.05,10
79078,6,12.7,2.3,2.738,2.681,3.63,3.194,4.181,2619.557,2612.467,4.816,7,61,19,0,4.65,7.2,2.05,13
79982,7,12.7,2.1,2.777,2.737,3.64,3.243,4.216,2572.844,3500,4.657,17,62,22,0,4.65,7.2,2.05,16
77435,7,12.7,2.1,2.691,2.568,3.585,3.155,4.131,2640.444,3113.263,4.414,17,62,22,0,4.65,7.2,2.05,21
79867,8,12.7,1.9,2.739,2.648,3.756,3.222,4.124,2557.4,2898.691,4.828,11,65,22,0,4.65,7.2,2.05,18
82303,9,12.7,1.8,2.691,2.612,3.662,3.176,4.146,2556.641,2479.04,5.305,21,65,24,0,4.65,7.2,2.05,18
81602,8,12.3,1.9,2.72,2.665,3.489,3.162,4.155,2614.366,3017.18,5.035,12,65,26,0,4.65,7.2,2.05,14
81279,8,12.3,1.8,2.66,2.584,3.622,3.16,4.186,2579.301,2765.137,5.613,14,65,28,0,4.65,7.2,2.05,18
79165,7,12.3,1.8,2.712,2.589,3.687,3.155,4.103,2517.018,2375.995,4.615,19,66,34,0,4.65,7.2,2.05,10
84801,8,12.3,1.6,2.748,2.71,3.721,3.195,4.242,2492.585,2508.662,4.32,17,54,24,0,4.65,7.2,2.05,14
83980,9,12.2,1.6,2.801,2.598,3.724,3.208,4.192,2531.196,2959.201,5.189,14,53,23,0,4.65,7.2,2.05,16
84415,8,12.2,1.4,2.664,2.557,3.632,3.164,4.098,2505.624,2758.807,5.571,17,53,24,0,4.65,7.2,2.05,15
91855,9,12.2,1.6,2.811,3.032,3.846,3.342,4.388,2464.229,2562.211,4.739,15,53,24,0,4.65,7.2,2.05,14
88553,6,12.2,1.4,3.024,3.032,4.182,3.367,4.497,2402.073,2796.278,7.118,11,52,24,0,4.65,7.2,2.05,9
85498,7,12.3,1.2,2.88,2.832,4.068,3.322,4.326,2435.24,2489.927,6.987,15,52,25,0,4.65,7.2,2.05,14
86067,8,12.2,1.2,2.821,2.758,4.019,3.285,4.299,2477.774,2284.469,5.579,18,52,27,0,4.65,7.2,2.05,17
86210,9,11.8,1.1,2.838,2.722,3.93,3.257,4.088,2450.557,2999.964,6.353,12,52,27,0,4.65,7.2,2.05,17
84706,8,11.6,1.1,2.879,2.713,3.84,3.28,4.252,2392.578,2368.019,6.616,13,50,29,0,4.65,7.2,2.05,17
86756,8,11.3,1.1,2.895,2.804,3.842,3.261,4.286,2348.018,2420.175,5.909,10,49,30,0,4.65,7.2,2.05,17
87605,5,10.8,0.9,3.036,2.917,3.995,3.432,4.329,2521.195,2474.863,9.208,21,47,35,0,4.65,7.2,2.05,6
86117,6,10.8,0.9,2.929,2.798,3.963,3.357,4.314,2523.6,2508.536,8.634,11,46,32,0,4.65,7.2,2.05,8
88027,6,10.9,1.1,2.925,2.785,3.991,3.349,4.313,2503.472,2415.238,4.733,6,46,31,0,4.65,7.2,2.05,14
86401,6,10.8,0.9,2.993,2.912,4.086,3.396,4.438,2474.103,2560.059,6.492,2,47,30,0,4.65,7.2,2.05,13
82592,7,10.6,0.7,2.904,2.75,3.92,3.305,4.281,2546.893,2639.305,8.072,11,47,32,0,4.65,7.2,2.05,15
81962,7,10.2,0.7,2.88,2.776,3.928,3.334,4.333,2522.208,2815.773,7.355,9,48,32,0,4.65,7.2,2.05,14
83520,7,10.8,0.7,2.959,2.867,3.986,3.377,4.38,2529.803,2830.331,7.327,7,45,35,0,4.65,7.2,2.05,14
85072,8,10.9,0.7,2.987,2.808,3.935,3.358,4.302,2489.547,2984.52,7.003,12,42,34,0,4.65,7.2,2.05,16
84385,8,10.6,0.5,2.983,2.779,3.933,3.334,4.338,2550.058,2295.862,7.943,3,41,33,0,4.65,7.2,2.05,15
83843,8,10.2,0.4,2.955,2.76,3.94,3.35,4.269,2578.794,2507.776,6.809,9,39,34,0,4.65,7.2,2.05,11
80487,6,10.2,0.5,2.807,2.644,3.893,3.289,4.162,2693.486,2920.844,7.756,5,40,32,0,4.65,7.2,2.05,8
82463,6,10.1,0.4,2.818,2.665,3.882,3.285,4.149,2567.528,2409.035,6.356,-3,39,30,0,4.65,7.2,2.05,9
80786,6,10.1,0.4,2.712,2.532,3.503,3.167,4.04,2601.707,2781.594,7.936,5,39,33,0,4.65,7.2,2.05,12
83112,5,10.1,0.4,2.774,2.64,3.552,3.23,4.085,2662.598,2510.435,6.164,4,39,33,0,4.65,7.2,2.05,10
83626,5,10.2,0.4,2.671,2.595,3.821,3.219,4.019,2776.783,2517.397,3.45,6,38,31,0,4.65,7.2,2.05,11
85535,4,10.4,0.4,2.689,2.59,3.743,3.232,4.027,2650.572,2990.596,2.931,0,38,29,0,4.65,7.2,2.05,11
86370,5,10.8,0.2,2.718,2.605,3.841,3.239,4.064,2786.91,2490.813,2.904,-1,38,28,0,4.65,7.2,2.05,10
81939,4,10.6,0.2,2.652,2.52,3.726,3.163,3.971,2730.451,2625.886,4.322,-3,37,28,0,4.65,7.2,2.05,10
82873,5,10.6,0.2,2.77,2.653,3.889,3.273,4.056,2738.426,2946.922,4.953,-5,35,27,0,4.65,7.2,2.05,11
73256,2,10.2,0.2,2.732,2.669,3.991,3.269,4.073,2710.956,2703.74,5.939,-1,35,28,0,4.65,7.2,2.05,1
81254,6,10.2,0,2.732,2.628,3.728,3.233,4.009,2483.85,2697.031,5.504,-3,36,28,0,4.65,7.2,2.05,13
78477,3,10.1,0.2,2.735,2.602,3.8,3.215,4,2544.108,2816.659,4.778,-2,35,29,0,4.65,7.2,2.05,4
81934,5,10.4,0,2.777,2.686,3.981,3.28,4.082,2475.749,2514.359,5.339,1,36,28,0,4.65,7.2,2.05,9
81556,6,10.2,0,2.765,2.655,3.949,3.235,4.062,2502.08,2766.403,5.32,-1,35,28,0,4.65,7.2,2.05,10
80684,5,10.2,0,2.793,2.688,4.004,3.273,4.082,2438.911,2859.701,5.556,-3,33,28,0,4.65,7.2,2.05,12
76782,6,9.9,0,2.809,2.65,3.946,3.246,4.069,2446.633,2466.508,6.453,-1,34,29,0,4.65,7.2,2.05,16
75961,5,10.1,-0.2,2.644,2.495,3.793,3.1,3.928,2543.348,2839.193,4.825,-4,34,28,0,4.65,7.2,2.05,13
77592,4,10.4,-0.2,2.621,2.475,3.665,3.113,3.906,2584.997,2855.65,3.898,8,33,35,0,4.65,7.2,2.05,13
78813,5,10.2,-0.2,2.733,2.585,3.657,3.184,3.99,2571.325,2948.694,4.074,9,33,33,0,4.65,7.2,2.05,12
78291,6,10.2,-0.2,2.625,2.513,3.5,3.143,3.943,2443.721,2701.841,4.823,7,34,34,0,4.65,7.2,2.05,13
80159,6,10.2,-0.2,2.717,2.634,3.503,3.247,4.04,2503.346,2876.157,3.561,6,33,33,0,4.65,7.2,2.05,12
78032,6,10.4,-0.2,2.642,2.584,3.403,3.189,3.964,2547.526,2235.731,4.419,14,33,34,0,4.65,7.2,2.05,8
80165,5,10.2,-0.4,2.669,2.593,3.387,3.205,3.979,2496.383,2677.789,3.854,6,33,33,0,4.65,7.2,2.05,10
80720,6,10.2,-0.2,2.645,2.552,3.374,3.188,4.004,2534.107,2274.848,4.309,3,32,31,0,4.65,7.2,2.05,12
82040,7,10.1,-0.4,2.747,2.678,3.946,3.252,4.1,2493.598,3037.688,5.364,2,32,31,0,4.65,7.2,2.05,15
83027,5,10.1,-0.4,2.838,2.797,4.051,3.345,4.201,2469.039,2223.579,4.03,2,31,31,0,4.65,7.2,2.05,6
83311,7,10.1,-0.4,2.784,2.701,3.96,3.287,4.131,2433.467,2316.37,4.496,6,31,31,0,4.65,7.2,2.05,11
83473,8,10.1,-0.2,2.729,2.66,3.842,3.218,4.067,2510.561,2764.63,4.357,1,30,34,0,4.65,7.2,2.05,8
82770,7,10.2,-0.2,2.806,2.782,3.953,3.318,4.15,2461.571,2459.292,4.695,1,30,33,0,4.65,7.2,2.05,18
78740,6,9.9,0,2.761,2.679,3.832,3.253,4.125,2485.623,2802.355,5.075,-1,28,33,0,4.65,7.2,2.05,13
78147,5,10.2,0,2.705,2.624,4.017,3.217,4.058,2537.146,2735.768,5.342,10,28,36,0,4.65,7.2,2.05,11
78585,5,10.1,0,2.71,2.651,3.864,3.209,4.065,2468.913,2982.748,4.46,5,28,35,0,4.65,7.2,2.05,4
80306,6,10.4,0,2.752,2.696,3.858,3.27,4.092,2536.512,2693.106,5.667,5,28,35,0,4.65,7.2,2.05,7
81727,6,10.4,0.2,2.79,2.736,3.84,3.336,4.084,2499.295,2758.934,5.697,0,29,34,0,4.65,7.2,2.05,7
81131,6,10.1,0.2,2.692,2.62,3.867,3.281,4.055,2512.207,2544.361,4.589,9,28,37,0,4.65,7.2,2.05,17
83086,6,10.4,0,2.714,2.663,3.893,3.296,4.046,2576.009,2694.625,5.355,9,28,36,0,4.65,7.2,2.05,11
81453,6,10.6,0,2.686,2.621,3.813,3.248,4.088,2606.771,3107.187,5.358,16,28,38,0,4.65,7.2,2.05,15
77855,4,10.6,0.4,2.661,2.578,3.761,3.251,4.036,2596.264,2879.449,5.92,31,28,42,0,4.65,7.2,2.05,5
81907,5,10.4,0.2,2.809,2.743,3.857,3.32,4.162,2633.608,2903.375,5.32,8,26,38,0,4.65,7.2,2.05,12
79466,5,10.2,0,2.764,2.72,3.757,3.337,4.089,2627.025,2501.953,4.427,3,26,39,0,4.65,7.2,2.05,7
82205,8,10.2,0.4,2.725,2.666,3.961,3.29,4.099,2685.51,2820.71,4.947,9,27,38,0,4.65,7.2,2.05,13
82146,8,10.2,0.4,2.663,2.59,3.693,3.251,4.073,2727.919,2686.397,5.331,9,26,38,0,4.65,7.2,2.05,15
80392,7,9.9,0.7,2.818,2.779,3.94,3.325,4.23,2511.068,2579.301,6.772,43,26,50,0,4.65,7.2,2.05,13
80323,7,9.7,0.5,2.667,2.635,3.932,3.247,4.125,2505.877,2760.2,6.13,64,26,56,0,4.65,7.2,2.05,14
81618,9,9.9,0.7,2.731,2.68,4.491,3.296,4.136,2568.54,2995.406,6.327,13,67,44,0,4.65,7.2,2.05,14
83127,9,10.1,0.5,2.709,2.632,4.002,3.296,4.182,2517.144,3056.17,5.475,21,67,47,0,4.65,7.2,2.05,14
84219,9,10.2,0.7,2.719,2.582,3.656,3.183,4.145,2643.862,2863.878,7.084,19,68,47,0,4.65,7.2,2.05,16
84633,7,9.9,0.2,2.834,2.822,3.709,3.317,4.171,2486.889,2452.962,6.787,30,24,50,0,4.65,7.2,2.05,12
81616,7,9.9,0.2,2.746,2.64,3.585,3.236,4.116,2537.652,2391.565,6.449,19,23,47,0,4.65,7.2,2.05,12
84528,8,10.1,0.2,2.854,2.737,3.568,3.297,4.202,2631.33,2970.594,5.395,19,22,46,0,4.65,7.2,2.05,16
83068,8,9.9,0,2.794,2.638,3.454,3.236,4.133,2662.218,2644.495,5.139,16,23,45,0,4.65,7.2,2.05,14
80887,7,10.1,0,2.775,2.648,3.726,3.21,4.094,2530.056,2589.301,6.083,23,22,47,0,4.65,7.2,2.05,11
82392,8,10.2,0,2.813,2.73,3.78,3.229,4.151,2547.779,2674.877,5.578,21,22,46,0,4.65,7.2,2.05,14
82930,8,10.4,0,2.779,2.669,3.772,3.244,4.167,2549.425,3500,5.525,19,22,46,0,4.65,7.2,2.05,14
81665,8,10.2,-0.2,2.71,2.572,3.598,3.202,4.135,2617.658,2430.049,5.375,29,21,49,0,4.65,7.2,2.05,16
85061,6,10.6,-0.2,2.888,2.86,3.917,3.36,4.317,2559.932,2927.174,5.44,22,21,48,0,4.65,7.2,2.05,10
79538,8,10.1,0.2,2.828,2.695,3.959,3.265,4.209,2428.657,2655.635,7.066,14,22,47,0,4.65,7.2,2.05,16
82998,7,9.9,0.2,2.951,2.888,4.19,3.418,4.372,2382.324,2353.335,6.167,18,23,47,0,4.65,7.2,2.05,13
79852,5,9.7,0,2.816,2.734,4.17,3.357,4.216,2509.549,2574.364,4.886,15,23,48,0,4.65,7.2,2.05,5
83844,8,10.1,0.2,2.859,2.794,4.098,3.413,4.278,2468.406,2404.604,6.092,14,24,46,0,4.65,7.2,2.05,13
83242,8,10.2,0.2,2.798,2.738,4.305,3.315,4.305,2480.559,2582.719,5.277,17,24,48,0,4.65,7.2,2.05,14
81749,6,10.2,0.2,2.879,2.784,4.077,3.357,4.317,2566.641,2740.072,5.59,15,25,46,0,4.65,7.2,2.05,13
80844,8,10.4,0.2,2.788,2.713,3.95,3.334,4.157,2568.16,2630.823,6.13,14,21,44,0,4.65,7.2,2.05,14
84930,8,10.2,0.2,2.845,2.721,3.889,3.291,4.26,2454.988,2973.633,6.308,9,24,43,0,4.65,7.2,2.05,16
83097,6,10.2,0.2,2.857,2.829,4.061,3.34,4.276,2551.704,2389.287,5.241,17,26,45,0,4.65,7.2,2.05,8
76471,5,9.9,0.2,2.685,2.554,3.754,3.159,4.063,2516.385,2840.332,5.798,15,25,44,0,4.65,7.2,2.05,10
76951,6,10.1,0.2,2.696,2.566,3.715,3.162,4.047,2578.035,2591.2,6.224,13,26,44,0,4.65,7.2,2.05,9
79440,6,10.2,0.2,2.755,2.573,3.833,3.167,3.982,2528.791,2327.384,6.46,27,27,48,0,4.65,7.2,2.05,8
79283,7,10.2,0.4,2.702,2.567,3.816,3.178,4.065,2548.159,2685.384,5.56,38,27,51,0,4.65,7.2,2.05,7
85140,8,10.2,0.4,2.889,2.94,4.014,3.395,4.322,2621.329,3057.563,5.397,38,27,51,0,4.65,7.2,2.05,10
79735,7,10.4,0.4,2.762,2.53,3.915,3.152,4.158,2626.646,3208.46,5.339,38,27,51,0,4.65,7.2,2.05,16
79945,7,10.1,0.4,2.777,2.619,3.963,3.189,4.146,2677.409,3176.306,5.16,26,22,55,0,4.65,7.2,2.05,16
80569,8,10.1,0.5,2.758,2.604,3.955,3.158,4.149,2610.442,2907.552,7.079,41,22,59,0,4.65,7.2,2.05,16
85211,8,9.9,0.5,2.824,2.827,4.405,3.37,4.347,2706.652,3072.627,5.679,19,25,54,0,4.65,7.2,2.05,12
79374,7,9.5,0.5,2.819,2.74,4.044,3.302,4.235,2359.285,2617.784,6.04,23,26,54,0,4.65,7.2,2.05,12
78928,5,9.7,0.9,2.78,2.657,4.163,3.253,4.306,2396.502,2694.878,5.174,15,27,55,0,4.65,7.2,2.05,6
81385,7,9.7,0.9,2.767,2.601,4.014,3.179,4.138,2351.689,2455.494,4.963,12,26,55,0,4.65,7.2,2.05,12
83828,7,9.5,0.7,2.845,2.769,4.112,3.331,4.255,2374.729,2804.253,4.755,14,27,55,0,4.65,7.2,2.05,12
83620,8,9.5,0.7,2.805,2.722,4.286,3.293,4.266,2364.095,2428.15,4.722,12,28,55,0,4.65,7.2,2.05,13
78359,7,9.5,0.9,2.668,2.496,3.955,3.102,4.102,2398.275,3063.006,3.782,18,29,56,0,4.65,7.2,2.05,15
83138,6,9.3,0.9,2.914,2.693,4.138,3.261,4.198,2663.99,2862.359,4.204,13,29,56,0,4.65,7.2,2.05,11
83908,7,9.3,1.1,2.773,2.64,4.115,3.202,4.163,2701.334,2798.177,3.791,10,30,55,0,4.65,7.2,2.05,10
82567,7,9.2,0.9,2.819,2.692,4.17,3.268,4.225,2634.874,2668.801,4.345,20,29,57,0,4.65,7.2,2.05,12
85426,7,9.3,1.1,2.831,2.785,4.347,3.359,4.3,2617.151,2646.394,4.469,18,30,57,0,4.65,7.2,2.05,12
82148,10,9.3,0.5,2.663,2.546,4.086,3.12,4.103,2671.839,2966.924,3.956,18,30,53,0,4.65,7.2,2.05,12
80744,7,9,0.4,2.748,2.668,4.269,3.207,4.147,2465.495,2516.891,5.264,25,29,56,0,4.65,7.2,2.05,13
77798,6,9,0.4,2.746,2.593,4.182,3.16,4.113,2622.468,2639.685,5.587,13,29,54,0,4.65,7.2,2.05,13
77845,5,8.8,0.5,2.752,2.665,4.198,3.247,4.164,2594.238,2710.576,5.436,13,31,54,0,4.65,7.2,2.05,11
79691,6,9.2,0.4,2.752,2.683,4.145,3.244,4.16,2566.515,3026.548,4.3,19,32,55,0,4.65,7.2,2.05,13
79712,7,9.2,0.2,2.775,2.658,4.217,3.241,4.185,2595.377,2752.604,5.464,13,33,52,0,4.65,7.2,2.05,15
81932,7,9.3,0.4,2.794,2.649,4.163,3.236,4.149,2546.007,2701.334,3.722,6,33,52,0,4.65,7.2,2.05,11
74142,2,9,0.2,2.751,2.691,4.105,3.219,4.124,2499.042,2548.918,3.314,11,33,53,0,4.65,7.2,2.05,11
75288,6,8.6,0.7,2.682,2.467,3.71,3.074,3.938,2631.076,2811.596,6.112,15,33,56,0,4.65,7.2,2.05,13
76722,6,8.8,0.5,2.712,2.613,3.821,3.188,4.075,2544.361,2563.35,5.868,8,35,55,0,4.65,7.2,2.05,13
74913,5,9,0.5,2.7,2.577,3.673,3.111,3.982,2663.864,2850.206,6.452,10,36,54,0,4.65,7.2,2.05,14
75509,6,9.2,0.5,2.711,2.563,3.928,3.135,4.016,2655.509,2922.87,6.138,8,36,55,0,4.65,7.2,2.05,12
76467,6,9.3,0.7,2.671,2.508,3.793,3.092,3.945,2593.099,2796.911,5.783,19,38,58,0,4.65,7.2,2.05,11
77207,5,9.3,0.5,2.819,2.783,3.961,3.329,4.162,2632.089,2077.492,5.249,15,37,56,0,4.65,7.2,2.05,8
77827,6,9.3,0.7,2.796,2.742,3.793,3.209,4.052,2651.205,3012.37,5.362,16,38,56,0,4.65,7.2,2.05,10
