TT,CT,PA,RA,ECP1,ECP2,ECP3,ECP4,ECP5,FR,DR,GP,SV,LTV,LHV,fine sand-1,silty clay-1,silty clay-2,silty clay-3,AS
78322,7,9.5,0.7,2.749,2.606,3.791,3.186,4.012,2584.364,1777.723,5.786,16,38,56,0,4.65,7.2,2.05,10
79071,6,9.3,0.7,2.73,2.679,4.14,3.249,4.031,2614.493,2840.459,5.785,13,40,58,0,4.65,7.2,2.05,12
78090,6,9.3,0.7,2.696,2.539,3.904,3.153,3.97,2560.312,2904.64,4.705,33,42,62,0,4.65,7.2,2.05,14
79029,7,9.5,0.9,2.715,2.527,3.748,3.171,3.966,2586.389,2763.998,4.438,16,41,53,0,4.65,7.2,2.05,13
80928,6,9.7,0.9,2.783,2.746,3.887,3.292,4.027,2581.453,3031.738,4.679,16,41,55,0,4.65,7.2,2.05,9
79161,7,9.7,0.9,2.72,2.586,3.67,3.177,3.962,2610.822,3001.61,4.333,14,41,54,0,4.65,7.2,2.05,13
80129,5,9.7,1.1,2.806,2.851,3.835,3.334,4.11,2621.455,2674.244,4.041,24,41,57,0,4.65,7.2,2.05,6
83615,7,9.7,0.9,2.73,2.673,3.979,3.245,4.056,2613.227,2662.598,3.756,19,40,55,0,4.65,7.2,2.05,14
78140,3,9.3,1.2,2.788,2.765,4.038,3.292,4.048,2375.615,2444.227,2.935,12,41,55,0,4.65,7.2,2.05,5
77680,6,8.8,1.2,2.708,2.692,4.172,3.238,4.079,2420.681,2787.923,4.738,23,41,58,0,4.65,7.2,2.05,14
76939,6,8.8,1.2,2.696,2.625,4.048,3.153,3.975,2395.49,2200.412,4.305,45,41,64,0,4.65,7.2,2.05,13
80520,7,9,1.4,2.77,2.759,4.034,3.276,4.116,2459.292,2683.105,4.364,65,41,70,0,4.65,7.2,2.05,14
81043,6,9,1.4,2.766,2.791,4.31,3.298,4.13,2428.657,3298.087,3.771,86,41,76,0,4.65,7.2,2.05,10
80843,8,9,1.2,2.738,2.697,4.196,3.24,4.119,2588.668,2480.939,4.584,97,41,79,0,4.65,7.2,2.05,15
78812,6,8.8,1.1,2.793,2.721,3.94,3.268,4.146,2531.196,2452.076,4.961,105,41,82,0,4.65,7.2,2.05,12
72720,5,8.8,1.1,2.628,2.48,3.678,3.088,3.984,2507.396,2501.573,4.88,114,41,85,0,4.65,7.2,2.05,12
75772,7,8.8,0.9,2.709,2.556,3.602,3.156,4.024,2447.899,2736.78,5.056,13,40,58,0,4.65,7.2,2.05,16
76015,7,8.8,0.9,2.679,2.609,3.519,3.178,4.085,2498.662,2446.633,4.23,15,40,59,0,4.65,7.2,2.05,16
77876,8,8.8,0.7,2.76,2.6,3.52,3.201,4.042,2492.459,3500,4.384,26,40,62,0,4.65,7.2,2.05,15
82243,8,8.6,0.7,2.796,2.838,3.545,3.346,4.205,2512.587,2722.982,5.271,47,40,68,0,4.65,7.2,2.05,15
79978,8,8.6,0.7,2.809,2.701,3.917,3.225,4.2,2573.984,2548.412,5.261,16,43,60,0,4.65,7.2,2.05,14
81185,8,9,0.7,2.8,2.665,4.112,3.275,4.225,2546.766,3023.51,5.88,40,42,68,0,4.65,7.2,2.05,18
77321,7,8.3,0.5,2.709,2.547,4.044,3.139,4.079,2530.689,2834.256,5.715,19,44,63,0,4.65,7.2,2.05,15
78630,7,8.3,0.4,2.804,2.696,4.129,3.267,4.205,2495.75,2760.453,5.875,13,45,61,0,4.65,7.2,2.05,14
80567,7,8.3,0.4,2.822,2.756,4.145,3.305,4.259,2455.241,2919.198,5.836,20,46,64,0,4.65,7.2,2.05,11
79991,7,8.8,0.4,2.844,2.712,4.106,3.289,4.232,2504.485,2791.088,5.091,19,47,65,0,4.65,7.2,2.05,13
82258,8,9,0.4,2.809,2.614,4.002,3.234,4.179,2489.8,2248.644,5.67,19,48,66,0,4.65,7.2,2.05,14
80442,8,9,0.2,2.735,2.565,3.997,3.181,4.17,2476.635,2659.306,5.613,28,47,66,0,4.65,7.2,2.05,14
81749,8,9.2,0.2,2.826,2.698,3.936,3.286,4.198,2484.737,2450.937,5.707,21,47,63,0,4.65,7.2,2.05,13
81313,8,9.2,0.2,2.821,2.686,4.109,3.261,4.213,2412.959,2493.092,5.121,18,47,64,0,4.65,7.2,2.05,11
82854,7,9.2,0,2.874,2.826,4.187,3.373,4.322,2453.722,2870.208,5.921,24,46,65,0,4.65,7.2,2.05,13
80535,8,9.2,0,2.797,2.671,4.047,3.235,4.225,2443.468,2325.232,5.233,22,46,64,0,4.65,7.2,2.05,14
80047,8,9.3,0.2,2.791,2.655,4.087,3.248,4.197,2376.754,2870.208,5.934,26,46,65,0,4.65,7.2,2.05,16
82599,8,9.5,0,2.874,2.802,4.152,3.347,4.347,2504.738,2094.708,5,29,46,67,0,4.65,7.2,2.05,14
83125,7,9.5,0,2.888,2.848,4.17,3.374,4.331,2482.332,2686.27,5.061,28,47,66,0,4.65,7.2,2.05,12
82295,7,9.7,0,2.901,2.794,4.137,3.354,4.311,2432.075,2827.04,5.411,24,47,64,0,4.65,7.2,2.05,12
83587,7,9.7,0,2.878,2.871,4.177,3.393,4.323,2563.477,2549.678,4.206,26,47,64,0,4.65,7.2,2.05,14
81890,9,8.8,0,2.821,2.728,4.283,3.26,4.248,2369.792,2996.926,4.995,25,46,67,0,4.65,7.2,2.05,15
78276,7,8.8,0.4,2.733,2.598,4.351,3.162,4.229,2418.783,2458.659,4.763,20,47,63,0,4.65,7.2,2.05,16
78873,8,8.8,0.4,2.773,2.594,4.253,3.173,4.179,2446.253,2344.473,5.322,21,44,63,0,4.65,7.2,2.05,16
83014,9,9,0.5,2.884,2.809,4.385,3.333,4.277,2320.421,2525.499,5.441,18,44,62,0,4.65,7.2,2.05,17
81188,7,9,0.7,2.94,2.882,3.983,3.378,4.278,2502.206,2579.807,5.35,15,46,60,0,4.65,7.2,2.05,12
82540,7,8.8,0.9,2.993,2.922,4.11,3.491,4.363,2554.362,2563.983,5.99,10,51,57,0,4.65,7.2,2.05,13
83523,7,8.8,0.7,2.976,3.052,4.154,3.595,4.338,2510.941,2427.897,5.408,7,53,56,0,4.65,7.2,2.05,10
82553,7,8.8,0.9,2.977,2.963,4.156,3.547,4.389,2527.271,2794.633,5.646,3,56,54,0,4.65,7.2,2.05,11
80250,5,8.6,0.7,3.024,2.996,4.405,3.568,4.435,2423.593,2640.444,5.046,14,54,57,0,4.65,7.2,2.05,11
79034,7,8.6,1.1,2.986,2.826,4.01,3.398,4.241,2568.54,2447.645,4.723,31,54,63,0,4.65,7.2,2.05,12
80663,7,8.5,1.2,2.952,2.832,4.063,3.449,4.282,2546.513,2652.977,4.964,11,53,58,0,4.65,7.2,2.05,17
83570,6,8.5,1.2,2.98,3.013,4.229,3.55,4.4,2499.548,2877.043,5.046,13,53,59,0,4.65,7.2,2.05,12
78177,6,8.3,1.2,2.815,2.641,3.867,3.247,4.132,2507.65,2523.727,4.631,12,54,58,0,4.65,7.2,2.05,12
79711,6,8.1,1.4,2.93,2.841,4.003,3.417,4.273,2421.568,2580.187,5.53,9,54,57,0,4.65,7.2,2.05,12
81620,7,8.3,1.4,2.889,2.886,4.124,3.448,4.296,2414.099,2650.065,4.442,8,54,57,0,4.65,7.2,2.05,10
81328,5,8.3,1.4,2.959,2.854,4.232,3.492,4.321,2409.288,2335.486,3.939,7,54,58,0,4.65,7.2,2.05,10
79356,6,7.9,1.2,2.82,2.635,3.935,3.258,4.176,2454.481,3015.408,4.345,6,54,53,0,4.65,7.2,2.05,10
80590,7,8.1,1.1,2.967,2.845,3.997,3.458,4.242,2553.223,2526.132,5.257,1,55,54,0,4.65,7.2,2.05,14
77871,6,7.9,1.1,2.909,2.755,3.996,3.309,4.22,2575.503,2740.325,4.928,-1,59,54,0,4.65,7.2,2.05,15
78515,6,8.1,1.1,2.911,2.771,4.063,3.345,4.222,2475.369,2843.877,4.961,5,56,56,0,4.65,7.2,2.05,14
80888,6,8.3,0.9,2.906,2.786,4.332,3.334,4.25,2539.551,2632.595,4.612,33,57,63,0,4.65,7.2,2.05,14
80550,7,8.5,0.9,2.862,2.698,4.161,3.293,4.229,2547.779,2741.717,4.574,38,57,64,0,3.28,7.43,3.19,12
80241,6,8.5,0.9,2.886,2.762,4.025,3.344,4.229,2540.69,3350.369,4.583,7,57,56,0,3.28,7.43,3.19,12
81329,6,8.5,0.7,2.932,2.78,3.921,3.361,4.226,2463.596,2303.078,3.883,7,57,55,0,3.28,7.43,3.19,10
81796,6,8.6,0.7,2.832,2.811,3.828,3.388,4.215,2475.116,2701.588,4.544,5,57,56,0,3.28,7.43,3.19,11
79294,2,8.5,0.9,2.939,2.848,4.125,3.402,4.319,2525.752,2784.125,3.526,15,56,58,0,3.28,7.43,3.19,3
81617,7,8.6,0.7,2.895,2.789,3.971,3.353,4.298,2524.107,2295.356,3.992,11,57,55,0,3.28,7.43,3.19,14
81715,6,8.6,0.9,2.918,2.808,3.831,3.362,4.29,2537.779,2640.571,4.866,7,58,52,0,3.28,7.43,3.19,12
80909,8,8.8,0.5,2.773,2.593,3.627,3.22,4.191,2570.439,3081.995,4.777,10,58,54,0,3.28,7.43,3.19,13
84768,7,8.1,0.5,2.957,3.054,4.601,3.499,4.55,2547.526,2581.326,5.421,17,56,59,0,3.28,7.43,3.19,13
83203,6,8.1,0.4,2.934,2.999,4.551,3.494,4.504,2520.182,2759.06,5.282,1,58,52,0,3.28,7.43,3.19,13
81138,7,8.5,0.5,2.878,2.809,4.376,3.367,4.361,2557.02,2532.588,5.415,6,58,56,0,3.28,7.43,3.19,12
80871,6,8.5,0.4,2.832,2.785,4.217,3.338,4.3,2501.826,2589.554,4.644,6,58,56,0,3.28,7.43,3.19,6
80778,4,8.6,0.5,2.892,2.93,4.153,3.456,4.371,2612.721,2580.313,4.406,11,60,57,0,3.28,7.43,3.19,4
84106,6,8.6,0.4,2.913,2.956,4.382,3.499,4.491,2604.872,2521.955,3.803,10,60,56,0,3.28,7.43,3.19,4
86287,8,8.6,0.4,2.93,2.982,4.489,3.508,4.54,2559.679,2647.66,4.663,11,60,57,0,3.28,7.43,3.19,13
85623,7,8.6,0.4,3,2.989,4.48,3.508,4.545,2593.985,2675.51,4.657,8,63,55,0,3.28,7.43,3.19,11
87609,8,8.8,0.2,3.015,3.049,4.426,3.556,4.548,2531.702,2638.039,5.263,15,61,58,0,3.28,7.43,3.19,12
86542,8,8.6,0.2,2.964,2.882,4.228,3.45,4.391,2387.894,2300.546,5.856,11,61,57,0,3.28,7.43,3.19,9
86951,8,8.5,0.7,2.951,2.883,4.772,3.418,4.353,2378.78,2442.708,4.377,27,62,63,0,3.28,7.43,3.19,14
88956,9,8.8,0.9,2.976,2.927,4.75,3.447,4.382,2355.487,2498.408,4.383,31,62,63,0,3.28,7.43,3.19,17
89157,7,8.6,1.1,3.013,3.137,4.728,3.553,4.575,2401.313,2644.369,4.3,45,62,67,0,3.28,7.43,3.19,10
89225,8,8.8,1.1,2.96,2.972,4.752,3.583,4.455,2462.583,2370.804,5.806,22,64,60,0,3.28,7.43,3.19,12
87170,7,9,1.2,2.982,2.924,4.583,3.588,4.456,2548.918,2762.858,5.573,45,64,66,0,3.28,7.43,3.19,8
92242,8,9,1.2,3.087,3.256,4.737,3.693,4.601,2549.045,2720.83,4.671,15,63,59,0,3.28,7.43,3.19,12
90492,9,9.3,1.2,2.91,2.941,5.027,3.555,4.435,2515.878,2310.294,5.456,14,64,56,0,3.28,7.43,3.19,15
87040,9,9.2,1.2,2.985,2.928,3.728,3.482,4.413,2478.66,2417.517,5.781,8,64,53,0,3.28,7.43,3.19,15
86751,6,9.3,1.1,2.974,2.93,4.692,3.474,4.429,2514.232,2629.811,5.234,20,63,58,0,3.28,7.43,3.19,13
88611,8,9.3,1.1,2.894,2.919,4.797,3.465,4.442,2454.735,2620.569,5.285,16,64,57,0,3.28,7.43,3.19,16
90018,6,9.3,0.9,3.054,3.124,4.766,3.639,4.595,2486.635,2729.944,5.282,37,65,63,0,3.28,7.43,3.19,16
88891,7,9.5,0.9,3.013,2.993,4.69,3.519,4.519,2414.099,2420.302,5.552,19,64,58,0,3.28,7.43,3.19,14
88963,8,9.3,0.7,3.064,3.028,4.693,3.538,4.508,2335.992,2719.944,5.816,20,64,58,0,3.28,7.43,3.19,17
87897,7,9.5,0.7,3.07,3.054,4.735,3.669,4.582,2389.793,2736.021,5.328,18,66,59,0,3.28,7.43,3.19,17
86463,6,9.3,0.5,3.063,2.982,4.622,3.597,4.49,2434.48,2593.985,5.975,20,64,58,0,3.28,7.43,3.19,12
85859,7,9.5,0.5,3.008,2.963,4.626,3.598,4.521,2512.08,2608.923,5.511,21,66,60,0,3.28,7.43,3.19,15
87888,7,9.3,0.5,3.068,2.977,4.582,3.621,4.474,2444.734,2953.631,6.319,28,64,62,0,3.28,7.43,3.19,15
90544,7,9.5,0.5,3.116,3.201,4.646,3.771,4.671,2460.684,2376.501,6.292,41,64,66,0,3.28,7.43,3.19,15
88204,8,9.5,0.4,3.117,3.125,4.713,3.71,4.68,2511.574,2840.459,6.823,22,63,61,0,3.28,7.43,3.19,17
91663,8,9.3,0.2,3.101,3.196,4.717,3.731,4.696,2453.722,2511.068,6.057,26,63,64,0,3.28,7.43,3.19,15
87699,8,9,0.2,3.036,2.966,4.586,3.546,4.481,2539.424,2091.544,5.235,23,65,61,0,3.28,7.43,3.19,19
89941,8,8.1,0.2,3.103,3.112,4.91,3.643,4.622,2519.296,2533.221,7.12,43,60,80,0,3.28,7.43,3.19,17
87490,7,8.1,0.4,3.071,2.984,4.523,3.542,4.502,2512.587,2385.236,5.965,62,60,86,0,3.28,7.43,3.19,14
88031,6,8.1,0.4,3.122,2.961,4.56,3.602,4.551,2520.436,2691.081,4.723,85,60,92,0,3.28,7.43,3.19,15
88265,7,8.6,0.4,3.078,2.958,4.568,3.525,4.519,2558.919,1988.751,5.227,104,60,98,0,3.28,7.43,3.19,15
88808,7,8.8,0.4,3.053,3.044,4.561,3.568,4.566,2613.354,2336.498,4.593,12,54,58,0,3.28,7.43,3.19,10
92446,9,9.2,0.4,3.076,3.119,5.103,3.643,4.842,2580.566,2667.155,4.96,9,53,56,0,3.28,7.43,3.19,11
94673,7,9.7,0.7,3.189,3.271,4.963,3.765,4.804,2373.336,2538.285,4.984,25,52,59,0,3.28,7.43,3.19,15
88378,8,9.7,0.5,3.023,2.832,4.547,3.452,4.363,2520.309,2783.619,4.69,18,51,56,0,3.28,7.43,3.19,15
87314,6,9.9,0.7,3.072,2.86,4.291,3.416,4.399,2465.242,2434.86,4.423,24,51,57,0,3.28,7.43,3.19,13
90377,7,9.7,0.7,3.028,2.908,4.157,3.418,4.432,2579.807,2285.355,4.031,23,51,56,0,3.28,7.43,3.19,10
91215,6,9.7,0.7,3.081,2.975,4.311,3.52,4.491,2617.025,2705.259,4.316,22,51,56,0,3.28,7.43,3.19,9
91541,5,9.5,0.7,3.15,3.218,4.404,3.621,4.666,2616.645,2862.739,4.071,19,50,55,0,3.28,7.43,3.19,10
87655,6,9.5,0.7,2.983,2.796,4.133,3.404,4.337,2620.189,2780.961,3.601,23,50,56,0,3.28,7.43,3.19,12
85457,6,9.7,0.7,3.029,2.849,4.225,3.453,4.415,2649.559,2494.104,3.888,21,50,54,0,3.28,7.43,3.19,13
86355,6,9.5,0.9,3.07,2.954,4.524,3.495,4.462,2569.933,2985.786,4.053,20,49,54,0,3.28,7.43,3.19,12
84455,5,9.5,0.9,3.047,2.874,4.667,3.463,4.407,2569.553,2678.042,4.128,20,49,53,0,3.28,7.43,3.19,13
88114,8,9.2,0.9,3.147,3.038,4.01,3.526,4.53,2604.872,2523.347,2.677,5,49,52,0,3.28,7.43,3.19,12
89944,7,9.2,0.7,3.201,3.268,4.582,3.647,4.721,2583.605,2777.796,2.677,11,49,53,0,3.28,7.43,3.19,11
82840,6,9,0.7,2.948,2.795,4.33,3.37,4.3,2629.431,2807.292,2.677,9,47,53,0,3.28,7.43,3.19,13
81398,5,9.3,0.7,2.897,2.741,4.202,3.337,4.276,2499.295,2431.948,2.677,19,46,56,0,3.28,7.43,3.19,11
83935,4,9.2,0.7,3.01,2.9,4.282,3.409,4.41,2692.6,2883.247,2.677,14,45,55,0,3.28,7.43,3.19,12
83270,5,9.3,0.5,3.041,2.935,4.77,3.435,4.452,2732.223,2697.917,2.677,14,46,54,0,3.28,7.43,3.19,11
83326,5,9.3,0.7,3.065,2.968,4.796,3.463,4.475,2656.901,2734.755,2.677,15,45,54,0,3.28,7.43,3.19,12
82424,5,9.3,0.7,3.051,2.931,4.718,3.449,4.455,2718.045,2600.061,2.677,11,45,53,0,3.28,7.43,3.19,12
80698,5,9.3,0.5,2.979,2.82,4.575,3.396,4.35,2633.861,3500,2.677,17,44,54,0,3.28,7.43,3.19,12
79978,5,9.2,0.4,2.937,2.762,4.355,3.361,4.295,2851.979,2995.913,2.677,16,43,54,0,3.28,7.43,3.19,12
79332,5,9.2,0.5,2.941,2.766,4.238,3.361,4.297,2807.292,2787.797,2.677,14,43,53,0,3.28,7.43,3.19,13
79583,6,9.2,0.5,2.932,2.79,4.125,3.36,4.312,2791.088,2825.394,2.677,13,41,53,0,3.28,7.43,3.19,12
80059,6,9.2,0.4,2.992,2.885,4.096,3.41,4.366,2698.296,2489.8,2.677,18,41,54,0,3.28,7.43,3.19,11
79150,6,9.3,0.4,2.913,2.768,3.942,3.347,4.279,2670.193,3039.081,2.677,15,41,53,0,3.28,7.43,3.19,13
82369,5,9.2,0.4,3.06,2.992,4.013,3.447,4.49,2670.32,2409.541,2.677,13,39,53,0,3.28,7.43,3.19,9
81969,6,9.3,0.2,3.025,2.905,4.514,3.418,4.38,2686.903,2273.202,2.677,13,39,53,0,3.28,7.43,3.19,13
81857,6,9.3,0.2,3.043,2.894,4.731,3.411,4.391,2718.424,2439.037,2.677,4,39,50,0,3.28,7.43,3.19,11
80944,6,9.3,0.2,3.001,2.848,4.656,3.401,4.355,2711.462,2815.9,2.677,17,39,52,0,3.28,7.43,3.19,13
81227,6,9.3,0,3.054,2.931,4.618,3.441,4.446,2727.919,2162.561,2.677,14,38,52,0,3.28,7.43,3.19,7
91983,4,8.3,0,2.95,2.906,3.926,3.33,4.22,2589.681,2798.051,2.693,7,39,50,0,3.28,7.43,3.19,18
89325,4,8.3,0.2,3.052,3.024,3.949,3.442,4.25,2473.217,2588.162,4.11,-2,37,49,0,3.28,7.43,3.19,15
85238,4,8.5,0.2,3.039,3.024,3.956,3.426,4.25,2459.418,2553.729,4.863,4,37,51,0,3.28,7.43,3.19,15
85424,4,8.3,0.2,3.031,3.005,3.941,3.417,4.256,2593.225,2292.951,3.954,2,37,50,0,3.28,7.43,3.19,18
84968,4,8.6,0.2,3,2.944,3.906,3.356,4.208,2519.676,2480.179,4.298,6,37,50,0,3.28,7.43,3.19,18
86030,4,8.6,0.4,3.047,3.027,3.98,3.441,4.289,1129.955,1033.492,4.015,7,36,49,0,3.28,7.43,3.19,20
82048,4,8.5,0.2,3.039,2.995,3.975,3.411,4.306,2561.831,2221.933,4.239,5,36,48,0,3.28,7.43,3.19,21
80379,4,8.5,0.4,3.01,2.953,3.96,3.388,4.306,2556.514,2784.885,4.324,2,36,46,0,3.28,7.43,3.19,20
81786,4,8.5,0.4,3.056,3.024,4.003,3.453,4.335,2280.418,2233.959,4.285,2,35,46,0,3.28,7.43,3.19,19
80907,4,8.6,0.4,3.04,2.996,3.955,3.417,4.327,2468.28,2488.914,3.92,4,36,46,0,3.28,7.43,3.19,20
81078,5,8.6,0.4,3.041,2.984,3.945,3.406,4.348,2444.987,2804.127,4.355,1,36,44,0,3.28,7.43,3.19,20
80497,5,8.6,0.5,3.047,3.007,3.964,3.419,4.38,2555.881,2734.628,4.126,-5,36,41,0,3.28,7.43,3.19,21
78851,5,8.5,0.4,3.038,3.05,3.996,3.467,4.489,2601.96,2903.375,5.074,-3,37,41,0,3.28,7.43,3.19,21
78822,5,8.8,0.4,3.043,3.013,4.009,3.439,4.468,2614.999,2471.571,5.393,1,37,41,0,3.28,7.43,3.19,21
77556,5,9,0.2,3.038,2.998,4.014,3.425,4.431,2457.013,2483.597,5.557,2,37,40,0,3.28,7.43,3.19,20
78362,5,9.3,0.2,3.023,2.984,3.958,3.409,4.462,2453.215,2868.055,4.475,2,38,40,0,3.28,7.43,3.19,20
77372,5,9.3,0.2,3.033,2.948,3.962,3.381,4.4,2414.225,2659.939,4.89,-3,38,35,0,3.28,7.43,3.19,21
78772,5,9.7,0.2,3.046,2.992,4.011,3.414,4.43,2468.28,2488.914,4.605,2,38,35,0,3.28,7.43,3.19,21
78984,5,9.5,-0.4,3.053,3.012,4.046,3.444,4.433,2420.935,3102.503,4.517,2,37,34,0,3.28,7.43,3.19,19
78337,5,9.9,-0.4,2.998,2.934,3.984,3.372,4.44,2495.37,2893.88,4.47,-5,37,30,0,3.28,7.43,3.19,22
76942,5,10.1,-0.2,2.94,2.847,3.913,3.273,4.281,2454.735,2693.992,5.227,-5,37,30,0,3.28,7.43,3.19,21
79099,4,10.1,0.4,3.057,3.015,4.071,3.448,4.461,2455.747,3299.226,4.89,-1,38,29,0,3.28,7.43,3.19,19
70602,2,9.9,0.2,3.065,3.018,4.111,3.443,4.449,2584.617,2680.321,3.457,1,38,29,0,3.28,7.43,3.19,1
77693,5,9.9,0.4,3.022,2.937,3.964,3.377,4.426,792.969,738.914,4.471,-1,39,28,0,3.28,7.43,3.19,21
78149,5,10.2,0.5,3.038,2.975,3.936,3.394,4.44,2630.697,2635.507,4.31,-3,38,27,0,3.28,7.43,3.19,19
77889,6,10.4,0.5,2.997,2.885,4.227,3.329,4.418,2433.847,2088.885,4.729,-3,39,26,0,3.28,7.43,3.19,21
77494,5,10.6,0.5,2.948,2.812,3.902,3.271,4.374,2392.958,2632.342,4.574,4,39,26,0,3.28,7.43,3.19,20
80290,6,10.8,0.7,3.035,2.937,4.079,3.35,4.425,2505.244,2404.857,4.305,4,40,26,0,3.28,7.43,3.19,18
80602,6,11.1,0.7,2.989,2.866,4.026,3.342,4.453,2420.808,2620.063,4.324,1,39,24,0,3.28,7.43,3.19,19
83342,5,11.1,0.9,3.036,3.08,4.106,3.464,4.526,2430.682,2801.342,4.371,1,38,24,0,3.28,7.43,3.19,15
84250,7,11.3,0.9,3.065,3.101,4.174,3.529,4.612,2556.641,2772.226,4.387,4,39,24,0,3.28,7.43,3.19,18
85665,8,11.3,1.1,3.033,2.981,4.25,3.474,4.511,2474.23,2646.141,3.878,6,39,24,0,3.28,7.43,3.19,18
78235,9,10.8,1.1,2.927,2.785,4.031,3.266,4.29,2464.989,2668.547,5.095,3,39,24,0,3.28,7.43,3.19,20
82236,7,10.9,0.7,3.058,3.033,4.193,3.482,4.505,1802.156,1840.639,5.54,0,44,24,0,3.28,7.43,3.19,19
83267,7,11.1,0.7,3.06,2.994,4.183,3.459,4.548,2398.148,2038.882,5.026,2,43,24,0,3.28,7.43,3.19,18
80748,6,11.1,0.5,3.06,2.999,4.111,3.437,4.49,2398.275,2550.184,4.942,0,43,24,0,3.28,7.43,3.19,12
82956,6,11.1,0.5,3.128,3.201,4.274,3.644,4.621,2456.507,2693.486,4.914,1,42,24,0,3.28,7.43,3.19,9
85024,8,11.1,0.4,3.164,3.135,4.214,3.589,4.616,2436.125,2989.077,5.008,2,41,25,0,3.28,7.43,3.19,15
86339,8,11.1,0.2,3.126,3.173,4.26,3.623,4.63,2447.392,2137.496,5.075,-2,42,23,0,3.28,7.43,3.19,17
83595,8,10.9,0,3.07,3.027,4.198,3.482,4.509,2492.206,2274.848,5.291,0,41,23,0,3.28,7.43,3.19,18
84722,6,10.8,-0.4,3.177,3.289,4.414,3.737,4.759,2455.115,2653.61,4.704,-8,43,22,0,3.28,7.43,3.19,9
81666,8,10.8,-0.4,3.056,2.926,4.241,3.407,4.426,2512.587,3025.029,4.955,-5,44,23,0,3.28,7.43,3.19,16
84116,7,10.8,-0.5,3.039,3.112,4.326,3.555,4.582,2619.303,2849.953,4.735,-4,43,23,0,3.28,7.43,3.19,13
85784,8,11.1,-0.7,3.119,3.089,4.313,3.566,4.614,2524.233,2761.086,5.118,-10,43,21,0,3.28,7.43,3.19,16
80513,7,10.8,-0.4,3.076,2.998,4.427,3.474,4.529,2406.25,2692.094,6.143,-5,43,22,0,3.28,7.43,3.19,11
83797,6,10.8,-0.5,3.115,3.13,4.327,3.547,4.549,2480.686,2699.689,5.394,-7,44,20,0,3.28,7.43,3.19,10
86095,7,10.9,-0.4,3.133,3.1,4.4,3.639,4.711,2386.122,2648.546,4.435,-1,43,21,0,3.28,7.43,3.19,14
86095,7,10.9,-0.4,3.133,3.1,4.4,3.639,4.711,2481.698,3281.377,4.435,-7,44,19,0,3.28,7.43,3.19,14
85466,8,11.3,-0.4,3.178,3.113,4.335,3.58,4.636,2477.141,2337.511,5.877,-3,44,20,0,3.28,7.43,3.19,14
86872,8,11.3,-0.4,3.163,3.19,4.499,3.597,4.652,2576.895,2715.26,5.767,-2,44,20,0,3.28,7.43,3.19,14
85073,9,11.3,-0.4,3.135,3.001,4.581,3.496,4.559,2433.341,2471.445,5.932,-2,44,20,0,3.28,7.43,3.19,16
84110,8,11.1,-0.4,3.169,3.109,4.46,3.609,4.592,2419.542,3182.888,6.078,-3,45,20,0,3.28,7.43,3.19,13
84346,8,11.1,-0.4,3.149,3.065,4.416,3.578,4.614,2518.663,3106.934,5.016,-3,45,18,0,3.28,7.43,3.19,15
85233,6,11.3,-0.4,3.12,2.964,4.357,3.484,4.486,2477.774,2662.091,4.197,-6,46,16,0,3.28,7.43,3.19,12
85233,6,11.3,-0.4,3.12,2.964,4.357,3.484,4.486,2514.232,2640.318,4.197,-3,45,15,0,3.28,7.43,3.19,12
82790,7,11.5,-0.2,3.059,2.979,4.422,3.436,4.514,2418.529,2692.726,5.954,-11,45,12,0,3.28,7.43,3.19,16
83946,8,11.5,-0.2,3.112,2.99,4.446,3.371,4.484,2414.985,2595.377,5.367,-8,44,13,0,3.28,7.43,3.19,14
85679,8,11.3,0.2,3.134,3.016,4.604,3.508,4.605,2499.168,2782.227,5.65,-16,45,11,0,3.28,7.43,3.19,19
85280,7,11.1,0.4,3.172,3.152,4.524,3.517,4.569,2551.957,3078.324,5.018,-15,44,11,0,3.28,7.43,3.19,13
89479,7,10.9,0.2,3.325,3.278,4.679,3.765,4.841,2587.276,2801.848,7.665,12,43,18,0,3.28,7.43,3.19,12
85756,6,11.5,0.2,3.142,3.01,4.599,3.469,4.654,2400.047,2246.492,7.278,-10,42,14,0,3.28,7.43,3.19,11
90144,4,11.6,0.2,3.268,3.164,4.712,3.618,4.71,2558.54,2953.758,4.105,0,41,16,0,3.28,7.43,3.19,4
90879,6,11.6,0,3.183,3.064,4.71,3.538,4.666,2533.094,2613.354,4.117,-2,42,16,0,3.28,7.43,3.19,15
93904,6,11.6,-0.2,3.31,3.197,4.738,3.654,4.762,2620.316,3500,3.457,-4,42,16,0,3.28,7.43,3.19,14
92993,7,11.8,-0.2,3.293,3.118,4.766,3.644,4.68,2548.792,2549.425,3.229,1,41,15,0,3.28,7.43,3.19,16
95561,7,12,-0.2,3.321,3.268,4.83,3.681,4.751,2512.334,2512.967,3.306,-8,41,13,0,3.28,7.43,3.19,10
98210,6,12,-0.4,3.369,3.414,4.839,3.857,4.922,2456.254,2770.96,3.534,2,41,15,0,3.28,7.43,3.19,11
97806,6,12.2,-0.4,3.347,3.413,4.85,3.858,4.893,2646.141,2554.362,3.265,-1,42,14,0,3.28,7.43,3.19,11
97105,7,12.3,-0.4,3.348,3.368,4.821,3.809,4.817,2557.906,2905.78,3.49,4,39,14,0,3.28,7.43,3.19,12
